filename,fold,target,category,esc10,src_file,take
\2-104105-A-19.wav,2,1,thunderstorm,False,104105,A
\2-104105-B-19.wav,2,1,thunderstorm,False,104105,B
\2-104168-A-32.wav,2,7,keyboard_typing,False,104168,A
\2-105270-A-47.wav,2,0,airplane,False,105270,A
\2-106072-A-36.wav,2,2,vacuum_cleaner,False,106072,A
\2-106073-A-36.wav,2,2,vacuum_cleaner,False,106073,A
\2-106849-A-47.wav,2,0,airplane,False,106849,A
\2-108760-A-14.wav,2,6,chirping_birds,False,108760,A
\2-108760-B-14.wav,2,6,chirping_birds,False,108760,B
\2-108761-A-14.wav,2,6,chirping_birds,False,108761,A
\2-109316-A-32.wav,2,7,keyboard_typing,False,109316,A
\2-110010-A-5.wav,2,3,cat,False,110010,A
\2-110011-A-5.wav,2,3,cat,False,110011,A
\2-114280-A-0.wav,2,5,dog,True,114280,A
\2-114587-A-0.wav,2,5,dog,True,114587,A
\2-116400-A-0.wav,2,5,dog,True,116400,A
\2-117271-A-0.wav,2,5,dog,True,117271,A
\2-117615-A-48.wav,2,8,fireworks,False,117615,A
\2-117615-B-48.wav,2,8,fireworks,False,117615,B
\2-117615-C-48.wav,2,8,fireworks,False,117615,C
\2-117615-D-48.wav,2,8,fireworks,False,117615,D
\2-117615-E-48.wav,2,8,fireworks,False,117615,E
\2-117616-A-48.wav,2,8,fireworks,False,117616,A
\2-117617-A-48.wav,2,8,fireworks,False,117617,A
\2-118072-A-0.wav,2,5,dog,True,118072,A
\2-118459-A-32.wav,2,7,keyboard_typing,False,118459,A
\2-118459-B-32.wav,2,7,keyboard_typing,False,118459,B
\2-118817-A-32.wav,2,7,keyboard_typing,False,118817,A
\2-118964-A-0.wav,2,5,dog,True,118964,A
\2-120333-A-32.wav,2,7,keyboard_typing,False,120333,A
\2-122104-A-0.wav,2,5,dog,True,122104,A
\2-122104-B-0.wav,2,5,dog,True,122104,B
\2-122616-A-14.wav,2,6,chirping_birds,False,122616,A
\2-122820-A-36.wav,2,2,vacuum_cleaner,False,122820,A
\2-122820-B-36.wav,2,2,vacuum_cleaner,False,122820,B
\2-141681-A-36.wav,2,2,vacuum_cleaner,False,141681,A
\2-141681-B-36.wav,2,2,vacuum_cleaner,False,141681,B
\2-141682-A-36.wav,2,2,vacuum_cleaner,False,141682,A
\2-141682-B-36.wav,2,2,vacuum_cleaner,False,141682,B
\2-160888-A-47.wav,2,0,airplane,False,160888,A
\2-165801-A-48.wav,2,8,fireworks,False,165801,A
\2-39441-A-19.wav,2,1,thunderstorm,False,39441,A
\2-39443-A-19.wav,2,1,thunderstorm,False,39443,A
\2-39443-B-19.wav,2,1,thunderstorm,False,39443,B
\2-39945-A-19.wav,2,1,thunderstorm,False,39945,A
\2-39945-B-19.wav,2,1,thunderstorm,False,39945,B
\2-39945-C-19.wav,2,1,thunderstorm,False,39945,C
\2-50667-A-41.wav,2,4,chainsaw,True,50667,A
\2-50667-B-41.wav,2,4,chainsaw,True,50667,B
\2-50668-A-41.wav,2,4,chainsaw,True,50668,A
\2-50668-B-41.wav,2,4,chainsaw,True,50668,B
\2-56926-A-46.wav,2,9,church_bells,False,56926,A
\2-57191-A-46.wav,2,9,church_bells,False,57191,A
\2-59565-A-46.wav,2,9,church_bells,False,59565,A
\2-59566-A-46.wav,2,9,church_bells,False,59566,A
\2-61618-A-46.wav,2,9,church_bells,False,61618,A
\2-68391-A-41.wav,2,4,chainsaw,True,68391,A
\2-68391-B-41.wav,2,4,chainsaw,True,68391,B
\2-69131-A-5.wav,2,3,cat,False,69131,A
\2-69131-B-5.wav,2,3,cat,False,69131,B
\2-72547-A-14.wav,2,6,chirping_birds,False,72547,A
\2-72547-B-14.wav,2,6,chirping_birds,False,72547,B
\2-72547-C-14.wav,2,6,chirping_birds,False,72547,C
\2-72547-D-14.wav,2,6,chirping_birds,False,72547,D
\2-74361-A-47.wav,2,0,airplane,False,74361,A
\2-77346-A-46.wav,2,9,church_bells,False,77346,A
\2-77347-A-46.wav,2,9,church_bells,False,77347,A
\2-77945-A-41.wav,2,4,chainsaw,True,77945,A
\2-77945-B-41.wav,2,4,chainsaw,True,77945,B
\2-78381-A-46.wav,2,9,church_bells,False,78381,A
\2-78781-A-47.wav,2,0,airplane,False,78781,A
\2-78799-A-47.wav,2,0,airplane,False,78799,A
\2-82274-A-5.wav,2,3,cat,False,82274,A
\2-82274-B-5.wav,2,3,cat,False,82274,B
\2-83934-A-5.wav,2,3,cat,False,83934,A
\2-83934-B-5.wav,2,3,cat,False,83934,B
\2-96654-A-47.wav,2,0,airplane,False,96654,A
\2-98866-A-47.wav,2,0,airplane,False,98866,A
\2-99795-A-32.wav,2,7,keyboard_typing,False,99795,A
\2-99796-A-32.wav,2,7,keyboard_typing,False,99796,A
\3-103050-A-19.wav,3,1,thunderstorm,False,103050,A
\3-103051-A-19.wav,3,1,thunderstorm,False,103051,A
\3-103051-B-19.wav,3,1,thunderstorm,False,103051,B
\3-103051-C-19.wav,3,1,thunderstorm,False,103051,C
\3-111102-A-46.wav,3,9,church_bells,False,111102,A
\3-111102-B-46.wav,3,9,church_bells,False,111102,B
\3-115387-A-47.wav,3,0,airplane,False,115387,A
\3-115387-B-47.wav,3,0,airplane,False,115387,B
\3-115387-C-47.wav,3,0,airplane,False,115387,C
\3-118656-A-41.wav,3,4,chainsaw,True,118656,A
\3-118657-A-41.wav,3,4,chainsaw,True,118657,A
\3-118657-B-41.wav,3,4,chainsaw,True,118657,B
\3-118658-A-41.wav,3,4,chainsaw,True,118658,A
\3-118658-B-41.wav,3,4,chainsaw,True,118658,B
\3-118972-A-41.wav,3,4,chainsaw,True,118972,A
\3-118972-B-41.wav,3,4,chainsaw,True,118972,B
\3-119120-A-48.wav,3,8,fireworks,False,119120,A
\3-119120-B-48.wav,3,8,fireworks,False,119120,B
\3-119120-C-48.wav,3,8,fireworks,False,119120,C
\3-119120-D-48.wav,3,8,fireworks,False,119120,D
\3-119120-E-48.wav,3,8,fireworks,False,119120,E
\3-122110-A-46.wav,3,9,church_bells,False,122110,A
\3-123224-A-19.wav,3,1,thunderstorm,False,123224,A
\3-124600-A-19.wav,3,1,thunderstorm,False,124600,A
\3-125548-A-32.wav,3,7,keyboard_typing,False,125548,A
\3-128512-A-47.wav,3,0,airplane,False,128512,A
\3-128512-B-47.wav,3,0,airplane,False,128512,B
\3-132830-A-32.wav,3,7,keyboard_typing,False,132830,A
\3-136288-A-0.wav,3,5,dog,True,136288,A
\3-139109-A-46.wav,3,9,church_bells,False,139109,A
\3-143560-A-47.wav,3,0,airplane,False,143560,A
\3-143562-A-47.wav,3,0,airplane,False,143562,A
\3-144028-A-0.wav,3,5,dog,True,144028,A
\3-144106-A-32.wav,3,7,keyboard_typing,False,144106,A
\3-144120-A-32.wav,3,7,keyboard_typing,False,144120,A
\3-144891-A-19.wav,3,1,thunderstorm,False,144891,A
\3-144891-B-19.wav,3,1,thunderstorm,False,144891,B
\3-146964-A-5.wav,3,3,cat,False,146964,A
\3-146965-A-5.wav,3,3,cat,False,146965,A
\3-146972-A-5.wav,3,3,cat,False,146972,A
\3-152020-A-36.wav,3,2,vacuum_cleaner,False,152020,A
\3-152020-B-36.wav,3,2,vacuum_cleaner,False,152020,B
\3-152020-C-36.wav,3,2,vacuum_cleaner,False,152020,C
\3-153444-A-32.wav,3,7,keyboard_typing,False,153444,A
\3-154781-A-32.wav,3,7,keyboard_typing,False,154781,A
\3-155312-A-0.wav,3,5,dog,True,155312,A
\3-155568-A-32.wav,3,7,keyboard_typing,False,155568,A
\3-155570-A-32.wav,3,7,keyboard_typing,False,155570,A
\3-155577-A-14.wav,3,6,chirping_birds,False,155577,A
\3-155578-A-14.wav,3,6,chirping_birds,False,155578,A
\3-155579-A-14.wav,3,6,chirping_birds,False,155579,A
\3-155583-A-14.wav,3,6,chirping_birds,False,155583,A
\3-155584-A-14.wav,3,6,chirping_birds,False,155584,A
\3-156581-A-14.wav,3,6,chirping_birds,False,156581,A
\3-156581-B-14.wav,3,6,chirping_birds,False,156581,B
\3-157695-A-0.wav,3,5,dog,True,157695,A
\3-159346-A-36.wav,3,2,vacuum_cleaner,False,159346,A
\3-159346-B-36.wav,3,2,vacuum_cleaner,False,159346,B
\3-159347-A-36.wav,3,2,vacuum_cleaner,False,159347,A
\3-159347-B-36.wav,3,2,vacuum_cleaner,False,159347,B
\3-159348-A-36.wav,3,2,vacuum_cleaner,False,159348,A
\3-163459-A-0.wav,3,5,dog,True,163459,A
\3-165856-A-41.wav,3,4,chainsaw,True,165856,A
\3-170015-A-0.wav,3,5,dog,True,170015,A
\3-172881-A-48.wav,3,8,fireworks,False,172881,A
\3-172922-A-48.wav,3,8,fireworks,False,172922,A
\3-180256-A-0.wav,3,5,dog,True,180256,A
\3-180977-A-0.wav,3,5,dog,True,180977,A
\3-181132-A-14.wav,3,6,chirping_birds,False,181132,A
\3-193767-A-47.wav,3,0,airplane,False,193767,A
\3-251617-A-48.wav,3,8,fireworks,False,251617,A
\3-87936-A-46.wav,3,9,church_bells,False,87936,A
\3-87936-B-46.wav,3,9,church_bells,False,87936,B
\3-95694-A-5.wav,3,3,cat,False,95694,A
\3-95695-A-5.wav,3,3,cat,False,95695,A
\3-95695-B-5.wav,3,3,cat,False,95695,B
\3-95697-A-5.wav,3,3,cat,False,95697,A
\3-95698-A-5.wav,3,3,cat,False,95698,A
\3-98193-A-46.wav,3,9,church_bells,False,98193,A
\3-98869-A-46.wav,3,9,church_bells,False,98869,A
\4-119647-A-48.wav,4,8,fireworks,False,119647,A
\4-119647-B-48.wav,4,8,fireworks,False,119647,B
\4-119647-C-48.wav,4,8,fireworks,False,119647,C
\4-119647-D-48.wav,4,8,fireworks,False,119647,D
\4-119648-A-48.wav,4,8,fireworks,False,119648,A
\4-119648-B-48.wav,4,8,fireworks,False,119648,B
\4-119648-C-48.wav,4,8,fireworks,False,119648,C
\4-119648-D-48.wav,4,8,fireworks,False,119648,D
\4-120160-A-5.wav,4,3,cat,False,120160,A
